Survived,Pclass,Age,Embarked,Fare_cat,IsFemale,Family_Member,IsAlone
1,3,19.32978723,1,0,1,0,1
1,3,17,0,1,1,6,0
1,3,30,0,1,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,33,0,2,1,3,0
1,3,21,0,0,1,0,1
1,3,19.32978723,1,2,1,1,0
1,3,19.32978723,2,2,1,2,0
1,3,22,0,0,1,0,1
1,3,24,0,2,1,1,0
1,3,16,1,0,1,0,1
1,3,1,0,1,1,2,0
1,3,4,0,2,1,2,0
1,3,19.32978723,1,2,1,1,0
1,3,19,0,0,1,1,0
1,3,19.32978723,1,0,1,0,1
1,3,16,1,0,1,0,1
1,3,27,0,1,1,0,1
1,3,5,0,3,1,6,0
1,3,19.32978723,1,2,1,1,0
1,3,29,2,2,1,2,0
1,3,19.32978723,1,0,1,0,1
1,3,35,0,2,1,2,0
1,3,22,1,0,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,26,0,0,1,0,1
1,3,31,0,2,1,2,0
1,3,19.32978723,1,2,1,2,0
1,3,19.32978723,0,2,1,1,0
1,3,19.32978723,1,0,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,19.32978723,2,0,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,22,0,0,1,0,1
1,3,1,2,2,1,2,0
1,3,24,0,2,1,2,0
1,3,19.32978723,0,2,1,1,0
1,3,5,2,2,1,3,0
1,3,0.75,2,2,1,3,0
1,3,2,0,1,1,1,0
1,3,63,0,1,1,0,1
1,3,19.32978723,2,2,1,2,0
1,3,22,0,0,1,0,1
1,3,36,0,2,1,1,0
1,3,19.32978723,1,0,1,0,1
1,3,19.32978723,1,2,1,1,0
1,3,0.75,2,2,1,3,0
1,3,23,0,0,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,18,0,1,1,0,1
1,3,4,2,1,1,1,0
1,3,19.32978723,1,0,1,0,1
1,3,19.32978723,1,0,1,0,1
1,3,5,0,1,1,0,1
1,3,13,2,0,1,0,1
1,3,18,0,0,1,0,1
1,3,31,0,1,1,0,1
1,3,27,0,1,1,1,0
1,3,15,2,2,1,1,0
1,3,18,0,1,1,1,0
1,3,24,2,2,1,3,0
1,3,15,2,0,1,0,1
